time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-04-18T23:24:03.990Z,35.5475006,-120.838501,6.58,1.9,md,18,152,0.0919,0.03,nc,nc73001061,2018-04-19T18:59:55.509Z,"12km W of Templeton, CA",earthquake,0.46,0.98,0.46,4,automatic,nc,nc
2018-04-18T23:20:21.130Z,35.0336667,-117.6706667,-0.79,1.65,ml,26,59,0.1013,0.13,ci,ci37917695,2018-04-18T23:31:30.263Z,"4km NNW of Boron, CA",quarry blast,0.35,31.61,0.111,27,reviewed,ci,ci
2018-04-18T23:20:11.971Z,65.006,-147.3815,0,1.3,ml,,,,0.77,ak,ak19242823,2018-04-18T23:26:51.229Z,"24km NE of Fairbanks, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-04-18T22:35:06.767Z,39.4027,-119.9563,6.9,1.3,ml,24,60.03,0.124,0.1429,nn,nn00630919,2018-04-19T00:30:32.703Z,"12km SSW of Mogul, Nevada",earthquake,,1.4,0.24,9,reviewed,nn,nn
2018-04-18T22:34:04.796Z,57.6238,-154.624,31.7,2.6,ml,,,,0.54,ak,ak19242817,2018-04-18T22:39:54.513Z,"39km WNW of Larsen Bay, Alaska",earthquake,,5,,,automatic,ak,ak
2018-04-18T22:32:53.100Z,42.9523333,-122.9605,-0.85,1.63,ml,9,94,0.216,0.21,uw,uw61364032,2018-04-19T17:51:29.610Z,"26km E of Canyonville, Oregon",explosion,0.84,31.61,0.113,4,reviewed,uw,uw
2018-04-18T22:30:09.860Z,43.2008333,-110.7238333,1.86,0.93,ml,8,319,0.187,0.11,mb,mb80290609,2018-04-19T14:09:27.600Z,"10km SSE of Hoback, Wyoming",earthquake,1.53,31.61,0.203,6,reviewed,mb,mb
2018-04-18T22:00:13.630Z,39.5388333,-121.4936667,-0.2,0.78,md,10,95,0.01649,0.11,nc,nc73001046,2018-04-19T21:45:08.900Z,"3km NNW of Oroville East, CA",chemical explosion,0.42,31.61,0.165,6,reviewed,nc,nc
2018-04-18T21:57:49.400Z,-6.4927,142.8764,10,4.7,mb,,130,6.29,0.97,us,us1000dnd2,2018-04-18T22:19:25.040Z,"92km WSW of Mendi, Papua New Guinea",earthquake,7,1.7,0.093,35,reviewed,us,us
2018-04-18T21:43:08.290Z,15.4903,-94.5271,45.17,4.3,mb,,184,2.431,1.06,us,us1000dncl,2018-04-19T03:18:30.614Z,"83km S of San Francisco del Mar, Mexico",earthquake,5.7,13.1,0.082,42,reviewed,us,us
2018-04-18T21:29:25.922Z,62.8294,-149.4595,4,2.4,ml,,,,0.68,ak,ak19242740,2018-04-18T21:33:44.421Z,"65km NNE of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-04-18T21:18:40.590Z,38.7476654,-122.7016678,1.28,1.46,md,11,136,0.02057,0.03,nc,nc73001036,2018-04-18T22:35:03.306Z,"3km SSW of Anderson Springs, CA",earthquake,0.96,0.55,0.07,7,automatic,nc,nc
2018-04-18T21:18:08.720Z,38.7541656,-122.7184982,-0.74,1.76,md,10,152,0.0191,0.17,nc,nc73001031,2018-04-18T22:25:03.254Z,"3km SW of Anderson Springs, CA",earthquake,1.15,2.01,0.02,5,automatic,nc,nc
2018-04-18T21:17:43.300Z,33.84,-117.1013333,15.04,0.78,ml,12,83,0.07198,0.1,ci,ci37917671,2018-04-18T22:08:22.199Z,"6km NE of Nuevo, CA",earthquake,0.25,0.52,0.283,3,reviewed,ci,ci
2018-04-18T21:06:08.920Z,38.8203316,-122.8454971,1.78,1.01,md,15,65,0.008636,0.03,nc,nc73001026,2018-04-18T21:07:46.765Z,"9km WNW of The Geysers, CA",earthquake,0.24,0.6,0.2,3,automatic,nc,nc
2018-04-18T20:57:21.910Z,33.699,-116.704,16.21,0.68,ml,20,75,0.0148,0.13,ci,ci37917663,2018-04-18T22:03:03.320Z,"5km SSE of Idyllwild, CA",earthquake,0.28,0.36,0.143,10,reviewed,ci,ci
2018-04-18T20:52:53.410Z,36.5721667,-121.097,10.18,0.71,md,12,96,0.04666,0.05,nc,nc73001021,2018-04-19T03:57:03.105Z,"6km NE of Pinnacles, CA",earthquake,0.32,0.73,0.313,10,reviewed,nc,nc
2018-04-18T20:46:05.540Z,38.8436661,-122.8306656,1.71,0.57,md,8,116,0.006315,0.01,nc,nc73001011,2018-04-18T20:47:42.718Z,"10km WNW of Cobb, CA",earthquake,0.72,0.97,0.01,2,automatic,nc,nc
2018-04-18T20:45:32.060Z,46.9806667,-122.1971667,-0.63,1.73,ml,12,74,0.01616,0.16,uw,uw61363962,2018-04-18T20:57:18.830Z,"10km SE of Graham, Washington",explosion,0.56,31.61,0.15,9,reviewed,uw,uw
2018-04-18T20:34:24.980Z,33.705,-116.7128333,17.6,0.96,ml,28,79,0.006251,0.08,ci,ci37917647,2018-04-18T20:44:48.720Z,"4km S of Idyllwild, CA",earthquake,0.19,0.26,0.135,24,reviewed,ci,ci
2018-04-18T20:32:58.360Z,46.3303333,-122.622,-0.97,1.46,ml,14,117,0.1956,0.04,uw,uw61363952,2018-04-18T21:03:07.540Z,"22km ENE of Castle Rock, Washington",explosion,0.38,31.61,0.115,13,reviewed,uw,uw
2018-04-18T20:20:25.460Z,37.5488333,-118.6791667,12.88,1.12,md,23,66,0.06979,0.06,nc,nc73001006,2018-04-19T00:04:03.076Z,"1km S of Toms Place, CA",earthquake,0.39,0.96,0.125,19,reviewed,nc,nc
2018-04-18T20:15:04.572Z,64.9528,-148.9128,16.6,1.1,ml,,,,0.23,ak,ak19242670,2018-04-18T20:19:14.862Z,"42km NNE of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-04-18T20:14:26.290Z,33.5075,-116.7931667,4.96,0.89,ml,28,73,0.07424,0.11,ci,ci37917639,2018-04-18T20:39:41.070Z,"10km NE of Aguanga, CA",earthquake,0.16,0.79,0.103,22,reviewed,ci,ci
2018-04-18T20:00:25.870Z,33.8601667,-117.5023333,-0.48,1.41,ml,55,52,0.05127,0.24,ci,ci37917631,2018-04-18T20:38:15.417Z,"3km SE of Home Gardens, CA",quarry blast,0.37,31.61,0.106,27,reviewed,ci,ci
2018-04-18T20:00:21.060Z,32.8111667,-117.0835,-0.12,1.12,ml,12,188,0.02434,0.28,ci,ci37917623,2018-04-18T20:34:24.621Z,"7km ENE of San Diego, CA",quarry blast,0.93,31.61,0.148,6,reviewed,ci,ci
2018-04-18T19:40:09.760Z,38.8346672,-122.8028336,1.95,1.29,md,21,50,0.01045,0.04,nc,nc73000996,2018-04-18T23:38:02.929Z,"7km WNW of Cobb, CA",earthquake,0.21,0.41,0.15,5,automatic,nc,nc
2018-04-18T19:31:13.450Z,38.8196667,-122.8101667,3.34,0.44,md,28,38,0.003724,0.06,nc,nc73000991,2018-04-19T21:33:37.062Z,"7km NW of The Geysers, CA",earthquake,0.3,0.36,0.12,4,reviewed,nc,nc
2018-04-18T19:27:55.200Z,37.5796667,-118.8218333,0.66,0.84,md,18,82,0.01185,0.03,nc,nc73000986,2018-04-18T23:11:02.800Z,"13km W of Toms Place, CA",earthquake,0.26,0.31,0.2,16,reviewed,nc,nc
2018-04-18T19:27:37.970Z,60.7233,-152.7308,131.7,2.2,ml,,,,0.7,ak,ak19242663,2018-04-18T19:35:18.199Z,"26km N of Redoubt Volcano, Alaska",earthquake,,1,,,automatic,ak,ak
2018-04-18T19:17:00.520Z,33.5115,-116.7896667,6.02,0,ml,18,89,0.0693,0.15,ci,ci37917543,2018-04-19T03:19:37.485Z,"10km NE of Aguanga, CA",earthquake,0.26,0.98,0.214,4,reviewed,ci,ci
2018-04-18T19:16:27.000Z,35.5449982,-120.767334,7.77,1.44,md,6,183,0.1234,0.02,nc,nc73000981,2018-04-18T22:45:04.358Z,"6km W of Templeton, CA",earthquake,1.98,7.7,0.53,3,automatic,nc,nc
2018-04-18T19:03:31.810Z,45.9981667,-112.4675,-2,1.35,ml,9,113,0.064,0.14,mb,mb80290569,2018-04-18T19:46:50.290Z,"5km E of Butte, Montana",quarry blast,0.69,31.61,0.042,2,reviewed,mb,mb
2018-04-18T18:35:39.860Z,59.9449,-140.6647,5.1,2.4,ml,,,,0.81,ak,ak19242593,2018-04-18T18:48:59.833Z,"68km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-04-18T18:34:57.410Z,34.0443333,-117.2761667,13.67,1.08,ml,9,129,0.08274,0.1,ci,ci37184548,2018-04-18T20:05:23.971Z,"1km WSW of Loma Linda, CA",earthquake,0.43,0.76,0.047,4,reviewed,ci,ci
2018-04-18T18:34:55.960Z,34.0578333,-117.257,11.54,1.09,ml,21,56,0.05207,0.15,ci,ci37917487,2018-04-18T20:44:28.256Z,"1km NNE of Loma Linda, CA",earthquake,0.29,0.42,0.048,3,reviewed,ci,ci
2018-04-18T18:24:34.880Z,39.0281667,-123.3908333,0.73,1.35,md,9,124,0.1208,0.06,nc,nc73000971,2018-04-20T06:09:05.023Z,"3km NW of Boonville, CA",earthquake,0.26,1.41,0.092,9,reviewed,nc,nc
2018-04-18T18:24:00.251Z,35.9572,-115.2274,0,2.1,ml,19,103.4,0.167,0.3218,nn,nn00630883,2018-04-19T15:47:13.987Z,"7km S of Enterprise, Nevada",explosion,,0,0.3,8,reviewed,nn,nn
2018-04-18T18:23:09.490Z,42.5968333,-111.4276667,6.52,2.34,ml,14,106,0.1276,0.14,uu,uu60279027,2018-04-19T14:38:48.450Z,"15km ESE of Soda Springs, Idaho",earthquake,0.45,1.18,0.314,6,reviewed,uu,uu
2018-04-18T18:09:46.210Z,33.2083333,-116.2486667,10.01,2.47,ml,90,28,0.01623,0.18,ci,ci37917471,2018-04-19T13:21:31.434Z,"13km ESE of Borrego Springs, CA",earthquake,0.12,0.3,0.155,99,reviewed,ci,ci
2018-04-18T18:07:13.490Z,35.5631676,-120.8069992,5.82,2,md,20,138,0.08888,0.05,nc,nc73000956,2018-04-18T20:44:02.523Z,"9km W of Templeton, CA",earthquake,0.26,0.86,0.29,8,automatic,nc,nc
2018-04-18T17:53:43.990Z,18.714,-66.549,38,2.61,md,8,268,0.2377,0.13,pr,pr2018108011,2018-04-18T22:21:57.040Z,"31km N of Barceloneta, Puerto Rico",earthquake,0.76,0.93,0.39,8,reviewed,pr,pr
2018-04-18T17:48:42.854Z,51.051,179.949,5,3,ml,,,,0.5,ak,ak19242591,2018-04-18T22:45:05.467Z,"69km WSW of Amatignak Island, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-04-18T17:47:47.540Z,37.345665,-122.2248306,9.51,1.29,md,10,99,0.03153,0.08,nc,nc73000946,2018-04-18T20:29:02.441Z,"4km SSE of Portola Valley, CA",earthquake,0.5,1.09,0.06,8,automatic,nc,nc
2018-04-18T17:44:37.690Z,38.8161659,-122.8426666,1.26,0.57,md,7,93,0.009152,0.02,nc,nc73000941,2018-04-18T17:46:12.956Z,"9km WNW of The Geysers, CA",earthquake,0.39,1.07,,1,automatic,nc,nc
2018-04-18T17:38:50.010Z,46.8726667,-112.511,12.88,0.51,md,9,102,0.176,0.19,mb,mb80290549,2018-04-18T20:00:36.760Z,"15km SE of Lincoln, Montana",earthquake,0.63,1.01,0.437,6,reviewed,mb,mb
2018-04-18T17:25:00.470Z,33.258,-116.0033333,4.56,1.41,ml,47,65,0.02646,0.2,ci,ci37917415,2018-04-19T15:26:14.716Z,"6km SW of Salton City, CA",earthquake,0.2,0.5,0.13,43,reviewed,ci,ci
2018-04-18T17:24:57.010Z,33.2618333,-115.9995,4.93,1.16,ml,17,141,0.02151,0.19,ci,ci37184692,2018-04-19T15:32:42.781Z,"6km SW of Salton City, CA",earthquake,0.69,0.71,0.023,2,reviewed,ci,ci
2018-04-18T17:24:46.025Z,51.0649,179.9782,4.7,4,ml,,,,0.96,ak,ak19242521,2018-04-18T22:37:13.633Z,"67km WSW of Amatignak Island, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-04-18T17:24:36.830Z,38.9269981,-123.246666,-0.67,2.25,md,16,78,0.04435,0.3,nc,nc73000931,2018-04-18T19:37:02.966Z,"14km SE of Boonville, CA",earthquake,0.48,2.69,0.12,10,automatic,nc,nc
2018-04-18T17:22:36.650Z,33.522,-116.5211667,13.17,0.78,ml,34,72,0.03635,0.12,ci,ci37917407,2018-04-18T18:02:07.759Z,"15km ESE of Anza, CA",earthquake,0.18,0.28,0.194,15,reviewed,ci,ci
2018-04-18T17:22:29.190Z,33.5258333,-116.5251667,12.24,0.56,ml,22,69,0.04361,0.15,ci,ci37184532,2018-04-18T18:06:12.121Z,"14km ESE of Anza, CA",earthquake,0.26,0.5,0.116,8,reviewed,ci,ci
2018-04-18T17:22:09.720Z,33.5216667,-116.5238333,13.05,0.41,ml,20,72,0.07078,0.16,ci,ci37184540,2018-04-18T18:12:08.610Z,"14km ESE of Anza, CA",earthquake,0.3,0.59,0.081,7,reviewed,ci,ci
2018-04-18T17:19:33.930Z,33.5265,-116.53,13.17,0.57,ml,16,144,0.04419,0.1,ci,ci37917399,2018-04-18T18:27:46.890Z,"14km ESE of Anza, CA",earthquake,0.29,0.48,0.172,6,reviewed,ci,ci
2018-04-18T17:18:35.600Z,33.5295,-116.5263333,13,0.89,ml,20,145,0.04037,0.12,ci,ci37917391,2018-04-18T17:56:48.344Z,"14km ESE of Anza, CA",earthquake,0.31,0.47,0.225,19,reviewed,ci,ci
2018-04-18T17:14:53.540Z,33.52,-116.5215,12.94,0.88,ml,34,73,0.04865,0.16,ci,ci37184524,2018-04-18T17:52:15.259Z,"15km ESE of Anza, CA",earthquake,0.23,0.36,0.147,17,reviewed,ci,ci
2018-04-18T17:14:50.700Z,33.5248333,-116.5275,13.17,0.94,ml,42,55,0.0451,0.14,ci,ci37917383,2018-04-18T17:40:36.728Z,"14km ESE of Anza, CA",earthquake,0.17,0.26,0.207,23,reviewed,ci,ci
2018-04-18T17:13:53.406Z,51.0552,179.9897,26.2,4.5,ml,,,,0.89,ak,ak19242512,2018-04-18T22:23:30.977Z,"67km WSW of Amatignak Island, Alaska",earthquake,,4.8,,,reviewed,ak,ak
2018-04-18T17:10:28.095Z,36.7558,-115.9325,12,0.1,ml,16,200.23,0.051,0.1698,nn,nn00630864,2018-04-18T17:53:39.616Z,"60km N of Pahrump, Nevada",earthquake,,1.3,0.3,9,reviewed,nn,nn
2018-04-18T17:05:06.721Z,36.7552,-115.9372,11.4,0.3,ml,10,197.43,0.047,0.0964,nn,nn00630881,2018-04-18T18:18:25.287Z,"60km N of Pahrump, Nevada",earthquake,,2,0.14,3,reviewed,nn,nn
2018-04-18T17:03:44.975Z,36.7571,-115.9334,11.7,0,ml,12,199.51,0.051,0.154,nn,nn00630880,2018-04-18T18:15:17.620Z,"61km N of Pahrump, Nevada",earthquake,,1.6,0.24,5,reviewed,nn,nn
2018-04-18T17:02:11.461Z,36.7562,-115.9416,11.5,0.2,ml,21,116.2,0.045,0.1623,nn,nn00630860,2018-04-18T17:34:47.923Z,"60km N of Pahrump, Nevada",earthquake,,1.1,0.49,10,reviewed,nn,nn
2018-04-18T17:01:01.303Z,36.7499,-115.9363,11.7,0,ml,7,278.72,0.045,0.0908,nn,nn00630878,2018-04-18T18:12:09.945Z,"60km N of Pahrump, Nevada",earthquake,,2.4,0.17,4,reviewed,nn,nn
2018-04-18T17:00:18.626Z,36.7575,-115.9353,11.6,0.1,ml,9,198.35,0.05,0.0865,nn,nn00630875,2018-04-18T18:05:59.581Z,"61km N of Pahrump, Nevada",earthquake,,2.1,0.03,3,reviewed,nn,nn
2018-04-18T16:58:05.330Z,33.3505,-116.254,10.9,0.89,ml,33,134,0.09763,0.18,ci,ci37917375,2018-04-18T17:31:01.680Z,"15km NE of Borrego Springs, CA",earthquake,0.29,0.43,0.145,14,reviewed,ci,ci
2018-04-18T16:55:55.770Z,33.5013333,-116.794,4.87,0.49,ml,25,108,0.07954,0.1,ci,ci37917367,2018-04-18T17:25:40.367Z,"9km NE of Aguanga, CA",earthquake,0.18,0.7,0.102,9,reviewed,ci,ci
2018-04-18T16:47:12.177Z,63.8526,-149.2722,116,2.5,ml,,,,0.53,ak,ak19242503,2018-04-18T16:55:46.484Z,"15km W of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-04-18T16:31:54.645Z,63.4319,-151.2512,11.9,1.5,ml,,,,0.42,ak,ak19242500,2018-04-18T16:36:10.764Z,"115km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-04-18T16:31:28.040Z,46.885,-112.5156667,11.92,0.73,md,9,138,0.177,0.12,mb,mb80290539,2018-04-18T19:57:30.820Z,"14km ESE of Lincoln, Montana",earthquake,0.6,0.69,0.325,6,reviewed,mb,mb
2018-04-18T16:30:11.282Z,39.2394,-119.6805,0,1.3,ml,18,60.45,0.087,0.1863,nn,nn00630845,2018-04-18T16:38:46.121Z,"7km W of Dayton, Nevada",explosion,,0,0.18,9,reviewed,nn,nn
2018-04-18T16:26:52.680Z,51.0092,-179.8683,3.99,2.8,ml,,236,0.64,0.3,us,us1000dna0,2018-04-18T21:55:44.040Z,"60km WSW of Amatignak Island, Alaska",earthquake,5.1,10.1,,,reviewed,us,ak
2018-04-18T16:12:41.676Z,60.1344,-153.017,109.4,1.9,ml,,,,0.96,ak,ak19242442,2018-04-18T16:20:26.021Z,"41km SSW of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-04-18T16:09:56.230Z,18.1531,-67.0135,26,2.33,md,5,123,0.0758,0.15,pr,pr2018108010,2018-04-18T21:56:26.306Z,"4km SW of Maricao, Puerto Rico",earthquake,0.81,1.56,0.29,4,reviewed,pr,pr
2018-04-18T16:03:08.434Z,59.6341,-138.8206,0,1.4,ml,,,,0.51,ak,ak19242441,2018-04-18T16:06:41.918Z,"52km E of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-04-18T15:59:08.800Z,33.8526667,-117.496,-0.5,1.28,ml,54,43,0.05511,0.23,ci,ci37917351,2018-04-18T16:37:01.040Z,"4km SE of Home Gardens, CA",quarry blast,0.3,31.61,0.148,30,reviewed,ci,ci
2018-04-18T15:50:51.000Z,37.6373333,-118.8951667,2.42,0.69,md,16,81,0.007172,0.06,nc,nc73000906,2018-04-18T17:47:27.458Z,"7km E of Mammoth Lakes, CA",earthquake,0.33,0.29,0.191,14,reviewed,nc,nc
2018-04-18T15:35:38.670Z,38.8121681,-122.8206635,1.95,1.77,md,21,69,0.007424,0.03,nc,nc73000901,2018-04-18T17:47:03.047Z,"7km NW of The Geysers, CA",earthquake,0.23,0.32,0.15,6,automatic,nc,nc
2018-04-18T15:29:36.910Z,-32.3044,-65.0045,10,3.9,mb,,68,4.575,0.89,us,us2000e274,2018-04-18T22:13:51.040Z,"4km NNE of Merlo, Argentina",earthquake,6.1,1.9,0.297,3,reviewed,us,us
2018-04-18T15:17:45.982Z,60.5054,-143.0913,4,1,ml,,,,0.15,ak,ak19242431,2018-04-18T15:24:19.800Z,"61km NW of Cape Yakataga, Alaska",earthquake,,1.5,,,automatic,ak,ak
2018-04-18T15:06:26.610Z,42.203,-121.3256667,-1.69,2.28,ml,13,156,0.2855,0.59,uw,uw61363847,2018-04-18T18:25:11.950Z,"30km NNE of Tulelake, California",explosion,1.76,31.61,0.044,8,reviewed,uw,uw
2018-04-18T14:57:27.300Z,35.9583333,-118.2615,2.44,1.09,ml,23,75,0.2626,0.19,ci,ci37917327,2018-04-18T16:27:10.524Z,"27km NNE of Kernville, CA",earthquake,0.35,1,0.291,10,reviewed,ci,ci
2018-04-18T14:50:24.630Z,33.8013333,-116.675,14.23,0.36,ml,15,123,0.09228,0.09,ci,ci37917319,2018-04-18T17:45:41.277Z,"8km NNE of Idyllwild, CA",earthquake,0.26,0.52,0.197,5,reviewed,ci,ci
2018-04-18T14:46:16.030Z,38.8120003,-122.8016663,3.39,0.58,md,16,66,0.006397,0.03,nc,nc73000881,2018-04-18T16:54:03.697Z,"6km NW of The Geysers, CA",earthquake,0.31,0.83,0.27,3,automatic,nc,nc
2018-04-18T14:42:02.723Z,60.5073,-143.089,1.3,1,ml,,,,0.15,ak,ak19242371,2018-04-18T14:45:58.766Z,"61km NW of Cape Yakataga, Alaska",earthquake,,5,,,automatic,ak,ak
2018-04-18T14:38:29.387Z,39.6554,-120.3147,11.6,1,ml,16,83.1,0.06,,nn,nn00630863,2018-04-18T17:16:02.345Z,"21km SE of Portola, California",earthquake,,,,,reviewed,nn,nn
2018-04-18T14:18:18.380Z,43.5898333,-110.3705,7.58,1.12,ml,10,139,0.171,0.11,mb,mb80290509,2018-04-18T15:05:52.300Z,"33km ENE of Jackson, Wyoming",earthquake,0.85,2.35,0.223,5,reviewed,mb,mb
2018-04-18T14:01:34.090Z,37.5563333,-118.8238333,2.67,0.5,md,17,280,0.0339,0.04,nc,nc73000856,2018-04-18T17:39:57.485Z,"13km W of Toms Place, CA",earthquake,0.53,0.75,0.292,16,reviewed,nc,nc
2018-04-18T13:33:42.526Z,62.0335,-148.3233,31.8,1.5,ml,,,,0.75,ak,ak19242311,2018-04-18T13:38:59.342Z,"38km NE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-04-18T13:31:43.512Z,38.3073,-118.5094,5.7,0,ml,5,181.86,0.056,,nn,nn00630857,2018-04-18T21:34:23.051Z,"26km SSE of Hawthorne, Nevada",earthquake,,,,,reviewed,nn,nn
2018-04-18T13:21:21.310Z,33.5105,-116.7951667,5.31,0.31,ml,20,97,0.07303,0.07,ci,ci37917263,2018-04-18T17:25:37.790Z,"10km NE of Aguanga, CA",earthquake,0.19,0.67,0.129,5,reviewed,ci,ci
2018-04-18T13:13:21.829Z,59.9875,-152.7613,93.8,2.6,ml,,,,0.56,ak,ak19242296,2018-04-19T06:35:06.040Z,"55km S of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-04-18T13:07:19.970Z,-0.3825,-6.5579,10,5.5,mb,,53,7.208,0.82,us,us2000e23j,2018-04-18T15:09:18.844Z,"South Atlantic Ocean",earthquake,7.9,1.8,0.03,378,reviewed,us,us
2018-04-18T13:06:09.610Z,19.1443,-68.0861,75,3.01,md,13,212,1.1867,0.87,pr,pr2018108008,2018-04-19T07:52:01.040Z,"71km NNE of Punta Cana, Dominican Republic",earthquake,5.81,8.78,0.36,12,reviewed,pr,pr
2018-04-18T13:03:15.070Z,46.8688333,-112.45,11.21,0.6,md,9,98,0.146,0.08,mb,mb80290504,2018-04-18T15:09:57.750Z,"20km ESE of Lincoln, Montana",earthquake,0.4,1.22,0.46,8,reviewed,mb,mb
2018-04-18T13:00:01.300Z,34.6928333,-116.352,2.81,1.62,ml,13,69,0.137,0.1,ci,ci37917239,2018-04-18T13:38:11.709Z,"18km W of Ludlow, CA",earthquake,0.2,0.86,0.166,26,reviewed,ci,ci
2018-04-18T12:50:09.190Z,-24.8668,-13.3235,9.55,5,mb,,80,34.557,0.96,us,us2000e23a,2018-04-18T13:08:33.040Z,"Southern Mid-Atlantic Ridge",earthquake,10.2,4.8,0.103,30,reviewed,us,us
2018-04-18T12:47:36.510Z,33.179,-116.0236667,8.81,1.81,ml,59,58,0.1232,0.18,ci,ci37917223,2018-04-18T16:21:20.510Z,"11km ENE of Ocotillo Wells, CA",earthquake,0.16,0.59,0.138,62,reviewed,ci,ci
2018-04-18T12:46:12.500Z,18.0845,-65.4718,4,2.91,md,4,338,0.3814,0.41,pr,pr2018108009,2018-04-18T17:47:11.217Z,"1km S of Esperanza, Puerto Rico",earthquake,4.98,2.95,0.24,3,reviewed,pr,pr
2018-04-18T12:44:19.100Z,-1.4502,-77.7259,178.55,4.3,mb,,53,1.051,1.13,us,us2000e234,2018-04-18T12:58:11.040Z,"28km E of Puyo, Ecuador",earthquake,8.1,2.8,0.049,120,reviewed,us,us
2018-04-18T12:41:08.620Z,34.279,-116.9331667,8.61,0.81,ml,39,79,0.01958,0.15,ci,ci37917215,2018-04-18T16:12:31.060Z,"4km NNW of Big Bear Lake, CA",earthquake,0.23,0.42,0.114,13,reviewed,ci,ci
2018-04-18T12:37:32.170Z,38.8050003,-122.8216629,1.77,0.56,md,9,82,0.007028,0.05,nc,nc73000841,2018-04-18T13:15:05.499Z,"6km WNW of The Geysers, CA",earthquake,0.44,0.82,0.31,3,automatic,nc,nc
2018-04-18T12:34:35.490Z,37.6403333,-118.8635,4.23,0.16,md,8,111,0.02131,0.03,nc,nc73000836,2018-04-18T17:24:54.922Z,"10km E of Mammoth Lakes, CA",earthquake,0.59,1.53,0.186,7,reviewed,nc,nc
2018-04-18T12:27:48.990Z,41.7458333,-111.6583333,12.09,0.99,md,12,210,0.1554,0.1,uu,uu60279017,2018-04-18T17:26:42.800Z,"12km ESE of North Logan, Utah",earthquake,0.79,0.83,0.136,9,reviewed,uu,uu
2018-04-18T12:23:11.770Z,38.8221664,-122.7634964,1.88,1.11,md,15,122,0.009689,0.02,nc,nc73000821,2018-04-18T14:40:01.981Z,"4km W of Cobb, CA",earthquake,0.28,0.45,0.08,5,automatic,nc,nc
2018-04-18T12:17:06.310Z,33.489,-116.786,6.75,0.4,ml,31,38,0.08638,0.14,ci,ci37917191,2018-04-18T16:06:42.650Z,"9km NE of Aguanga, CA",earthquake,0.16,0.59,0.17,9,reviewed,ci,ci
2018-04-18T12:16:46.160Z,37.5571667,-118.8273333,6.2,0.65,md,18,140,0.03283,0.04,nc,nc73000811,2018-04-18T18:12:03.624Z,"13km W of Toms Place, CA",earthquake,0.33,0.67,0.057,15,reviewed,nc,nc
2018-04-18T12:16:38.581Z,67.137,-143.8768,9.8,2.7,ml,,,,0.83,ak,ak19242239,2018-04-18T12:50:19.040Z,"88km NE of Fort Yukon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-04-18T12:16:36.160Z,19.2236667,-155.3771667,31.77,1.7,md,34,162,0.02363,0.11,hv,hv70084721,2018-04-18T19:00:44.350Z,"11km E of Pahala, Hawaii",earthquake,0.7,0.76,0.139,19,reviewed,hv,hv
2018-04-18T12:11:42.110Z,36.590168,-121.1988297,8.24,1.34,md,9,168,0.01679,0.07,nc,nc73000806,2018-04-18T13:47:01.654Z,"8km NW of Pinnacles, CA",earthquake,0.58,0.93,0.17,7,automatic,nc,nc
2018-04-18T12:11:08.120Z,48.0663333,-114.1825,-3.06,0.29,md,7,264,0.133,0.24,mb,mb80290519,2018-04-18T16:12:32.640Z,"3km ESE of Somers, Montana",earthquake,2.26,5.33,,1,reviewed,mb,mb
2018-04-18T12:04:13.270Z,46.842,-121.7656667,-2.22,0.52,ml,6,161,0.02071,0.06,uw,uw61363822,2018-04-18T15:32:52.140Z,"27km NNW of Packwood, Washington",earthquake,0.28,0.56,0.224,4,reviewed,uw,uw
2018-04-18T12:03:02.180Z,38.8230019,-122.7939987,2.26,1.64,md,29,31,0.01256,0.04,nc,nc73000781,2018-04-18T13:22:02.534Z,"6km NNW of The Geysers, CA",earthquake,0.21,0.42,0.14,7,automatic,nc,nc
2018-04-18T11:59:21.070Z,16.5819,-95.0534,73.36,4.7,mb,,123,2.814,0.65,us,us2000e22h,2018-04-19T13:12:37.419Z,"5km E of San Jeronimo Ixtepec, Mexico",earthquake,8.4,8,0.057,93,reviewed,us,us
2018-04-18T11:55:40.320Z,37.641,-118.8598333,6.53,0.05,md,7,112,0.01926,0.06,nc,nc73000776,2018-04-18T18:02:03.157Z,"10km E of Mammoth Lakes, CA",earthquake,0.73,31.61,0.223,7,reviewed,nc,nc
