time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-04-16T10:25:07.160Z,33.6306667,-116.7586667,15.42,1.15,ml,38,43,0.03716,0.21,ci,ci38149648,2018-04-16T13:20:36.772Z,"12km NW of Anza, CA",earthquake,0.29,0.51,0.233,27,reviewed,ci,ci
2018-04-16T10:11:56.130Z,38.7606659,-122.7050018,1.4,1.87,md,12,127,0.008733,0.07,nc,nc73000106,2018-04-16T11:09:04.814Z,"2km SW of Anderson Springs, CA",earthquake,0.32,0.36,0.16,8,automatic,nc,nc
2018-04-16T09:59:28.011Z,62.9505,-150.7654,108.4,1.4,ml,,,,0.32,ak,ak19239630,2018-04-19T21:27:24.941Z,"77km NNW of Talkeetna, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-04-16T09:51:29.210Z,59.4377,-152.9061,79.7,1.7,ml,,,,0.35,ak,ak19239628,2018-04-19T21:27:24.309Z,"71km WSW of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-04-16T09:46:46.880Z,47.6938333,-120.0765,4.09,0.93,ml,7,108,0.0821,0.06,uw,uw61363097,2018-04-16T16:06:12.470Z,"5km N of Waterville, Washington",earthquake,0.38,1.39,0.141,5,reviewed,uw,uw
2018-04-16T09:35:42.860Z,19.1646667,-155.466,31.8,1.71,md,25,113,0.009911,0.11,hv,hv70082186,2018-04-16T21:53:47.240Z,"4km SSE of Pahala, Hawaii",earthquake,0.83,1.12,0.061,15,reviewed,hv,hv
2018-04-16T09:21:00.990Z,33.4965,-116.7975,5,1.66,ml,63,33,0.08515,0.2,ci,ci38149640,2018-04-16T13:21:46.260Z,"9km NE of Aguanga, CA",earthquake,0.17,1.03,0.138,25,reviewed,ci,ci
2018-04-16T09:13:53.446Z,59.06,-154.079,112.6,1.7,ml,,,,0.49,ak,ak19244725,2018-04-19T21:27:23.776Z,"90km SSE of Old Iliamna, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2018-04-16T09:04:10.620Z,38.8199997,-122.7871704,2,0.78,md,8,141,0.01359,0.01,nc,nc73000086,2018-04-16T09:35:02.267Z,"5km NNW of The Geysers, CA",earthquake,0.57,1.04,0.23,2,automatic,nc,nc
2018-04-16T09:03:46.006Z,67.7969,-158.0958,17,1.9,ml,,,,0.4,ak,ak19244724,2018-04-19T21:27:23.219Z,"112km NNW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-16T09:02:22.012Z,60.1267,-141.3532,0,0.9,ml,,,,0.66,ak,ak19239627,2018-04-19T21:27:22.715Z,"60km E of Cape Yakataga, Alaska",ice quake,,0,,,reviewed,ak,ak
2018-04-16T08:51:15.410Z,32.9316667,-115.5298333,7.98,1.36,ml,21,84,0.03977,0.27,ci,ci38149632,2018-04-16T23:10:31.230Z,"5km S of Brawley, CA",earthquake,0.51,0.67,0.236,22,reviewed,ci,ci
2018-04-16T08:43:52.856Z,37.1818,-118.0933,9.1,0.9,ml,9,117.14,0.168,0.1218,nn,nn00630540,2018-04-17T02:04:15.950Z,"17km E of Big Pine, California",earthquake,,2.9,0.21,4,reviewed,nn,nn
2018-04-16T08:43:52.422Z,60.2202,-141.7177,0,0.8,ml,,,,0.71,ak,ak19239626,2018-04-19T21:27:22.170Z,"43km ENE of Cape Yakataga, Alaska",ice quake,,0,,,reviewed,ak,ak
2018-04-16T08:36:02.292Z,60.1591,-148.0156,62.6,1.1,ml,,,,0.36,ak,ak19244721,2018-04-19T21:27:21.670Z,"76km E of Bear Creek, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2018-04-16T08:24:18.760Z,33.4986667,-116.7841667,6.94,0.56,ml,24,38,0.07722,0.15,ci,ci38149624,2018-04-16T13:20:45.078Z,"10km NE of Aguanga, CA",earthquake,0.23,0.87,0.103,16,reviewed,ci,ci
2018-04-16T08:22:55.432Z,61.149,-140.0726,5.6,0.6,ml,,,,0.53,ak,ak19239624,2018-04-19T21:27:21.132Z,"145km WNW of Haines Junction, Canada",earthquake,,0.7,,,reviewed,ak,ak
2018-04-16T08:18:18.820Z,18.7761,-66.0146,34,2.48,md,4,339,0.855,0.06,pr,pr2018106001,2018-04-16T12:26:41.395Z,"35km NNE of San Juan, Puerto Rico",earthquake,1.69,4.64,0.1,3,reviewed,pr,pr
2018-04-16T08:18:06.673Z,69.1313,-144.6463,17.3,1.5,ml,,,,0.52,ak,ak19244719,2018-04-19T21:27:20.618Z,"117km NNE of Arctic Village, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-16T08:16:42.725Z,60.1678,-141.386,0,0.7,ml,,,,0.47,ak,ak19239623,2018-04-19T21:27:20.101Z,"59km ENE of Cape Yakataga, Alaska",ice quake,,0,,,reviewed,ak,ak
2018-04-16T08:08:22.850Z,37.0097,-117.6389,0,0.3,ml,9,238.39,0.223,0.1978,nn,nn00630539,2018-04-17T02:04:13.771Z,"58km NE of Lone Pine, California",earthquake,,0,0.41,6,reviewed,nn,nn
2018-04-16T08:02:23.217Z,62.7882,-140.579,14,1.2,ml,,,,0.65,ak,ak19239620,2018-04-19T21:27:19.565Z,"136km ESE of Tok, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-16T08:01:58.285Z,60.1619,-141.6171,0,0.8,ml,,,,0.63,ak,ak19239621,2018-04-19T21:27:19.031Z,"46km ENE of Cape Yakataga, Alaska",ice quake,,0,,,reviewed,ak,ak
2018-04-16T07:54:59.230Z,30.47,-104.4836,5,2.8,ml,,160,0.736,0.64,us,us2000e0ud,2018-04-16T08:10:31.040Z,"48km WNW of Marfa, Texas",earthquake,1.9,2,0.128,28,reviewed,us,us
2018-04-16T07:52:22.928Z,61.1689,-147.6083,0,1.1,ml,,,,0.12,ak,ak19239618,2018-04-19T21:27:18.507Z,"67km W of Valdez, Alaska",ice quake,,0,,,reviewed,ak,ak
2018-04-16T07:43:16.440Z,33.5048333,-116.7941667,5.13,0.61,ml,25,36,0.07684,0.1,ci,ci38149616,2018-04-17T00:22:12.571Z,"10km NE of Aguanga, CA",earthquake,0.15,0.89,0.108,16,reviewed,ci,ci
2018-04-16T07:43:06.842Z,71.0203,-136.9758,10,2.1,ml,,,,0.83,ak,ak19239616,2018-04-19T21:27:17.933Z,"229km NW of Tuktoyaktuk, Canada",earthquake,,0,,,reviewed,ak,ak
2018-04-16T07:28:06.502Z,36.721,-116.266,7.9,-0.2,ml,11,67.75,0.044,0.1575,nn,nn00630538,2018-04-17T02:04:11.383Z,"48km ESE of Beatty, Nevada",earthquake,,1.7,0.2,7,reviewed,nn,nn
2018-04-16T07:24:14.108Z,50.6666,-171.0108,10.2,3.2,ml,,,,0.39,ak,ak19244713,2018-04-19T21:27:17.423Z,"203km S of Amukta Island, Alaska",earthquake,,17,,,reviewed,ak,ak
2018-04-16T07:14:20.540Z,33.4941667,-116.8015,4.09,2.33,ml,88,26,0.08901,0.21,ci,ci38149608,2018-04-16T23:43:16.260Z,"8km NE of Aguanga, CA",earthquake,0.14,0.51,0.195,26,reviewed,ci,ci
2018-04-16T07:08:40.260Z,36.9863319,-121.6483307,5.53,1.84,md,22,47,0.05639,0.05,nc,nc73000066,2018-04-16T07:39:02.615Z,"7km WSW of Gilroy, CA",earthquake,0.2,0.44,0.15,23,automatic,nc,nc
2018-04-16T07:01:20.251Z,60.128,-152.5661,94.2,1.4,ml,,,,0.24,ak,ak19244712,2018-04-19T21:27:16.896Z,"40km SSE of Redoubt Volcano, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2018-04-16T06:56:42.332Z,61.0052,-150.3472,19.9,1.4,ml,,,,0.53,ak,ak19239613,2018-04-19T21:27:16.314Z,"33km SW of Anchorage, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-16T06:50:57.372Z,62.4798,-149.4075,50.6,1.5,ml,,,,0.6,ak,ak19239610,2018-04-19T21:27:15.657Z,"40km ENE of Talkeetna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-04-16T06:33:57.620Z,33.5056667,-116.7936667,5.3,0.41,ml,16,61,0.07593,0.11,ci,ci38149600,2018-04-16T13:21:20.589Z,"10km NE of Aguanga, CA",earthquake,0.22,0.87,0.111,10,reviewed,ci,ci
2018-04-16T06:33:52.050Z,19.329,-155.1261667,5.99,1.49,md,40,137,0.043,0.11,hv,hv70082041,2018-04-17T00:00:46.810Z,"16km SE of Volcano, Hawaii",earthquake,0.4,0.67,0.071,16,reviewed,hv,hv
2018-04-16T06:23:34.310Z,19.4001667,-155.2818333,1.47,0.81,md,23,33,0.009086,0.08,hv,hv70082036,2018-04-17T00:03:56.350Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.22,0.147,5,reviewed,hv,hv
2018-04-16T06:18:51.890Z,19.4466667,-155.9035,12.5,1.39,md,12,174,0.04297,0.11,hv,hv70082031,2018-04-18T23:45:27.700Z,"4km WSW of Honaunau-Napoopoo, Hawaii",earthquake,1.07,0.48,0.11,7,reviewed,hv,hv
2018-04-16T06:11:34.639Z,39.7172,-120.1987,10.9,0.1,ml,5,113.84,0.066,0.0785,nn,nn00630536,2018-04-17T02:04:06.292Z,"19km WNW of Cold Springs, Nevada",earthquake,,3.6,0.34,3,reviewed,nn,nn
2018-04-16T06:09:41.330Z,-5.9682,142.5981,10,5.1,mb,,47,6.149,1.08,us,us2000e0tv,2018-04-16T06:29:30.040Z,"86km SW of Porgera, Papua New Guinea",earthquake,8,1.8,0.046,152,reviewed,us,us
2018-04-16T06:02:39.314Z,63.2768,-151.1434,12,0.6,ml,,,,0.52,ak,ak19239414,2018-04-19T21:27:15.105Z,"110km W of Cantwell, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-04-16T05:57:27.350Z,55.887,-135.4888,1,3.2,ml,,,,0.66,ak,ak19239411,2018-04-19T21:30:02.001Z,"134km S of Sitka, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2018-04-16T05:53:49.920Z,-21.9432,-177.8949,352.6,4.7,mb,,102,5.655,1.47,us,us2000e0ts,2018-04-16T07:16:58.040Z,"165km SSE of Ndoi Island, Fiji",earthquake,10.9,3.6,0.034,262,reviewed,us,us
2018-04-16T05:50:06.338Z,63.2755,-151.1479,17.3,0.6,ml,,,,0.59,ak,ak19239410,2018-04-19T21:27:13.833Z,"110km W of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-16T05:47:54.960Z,38.8105011,-122.819664,2.4,1.38,md,17,71,0.00761,0.04,nc,nc73000051,2018-04-16T06:18:03.155Z,"7km NW of The Geysers, CA",earthquake,0.28,0.54,,3,automatic,nc,nc
2018-04-16T05:34:57.553Z,60.1356,-152.518,92.6,1.3,ml,,,,0.22,ak,ak19244706,2018-04-19T21:27:13.249Z,"40km SSE of Redoubt Volcano, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-04-16T05:22:05.960Z,33.0468333,-115.5771667,9.66,1.27,ml,11,137,0.009433,0.23,ci,ci37184372,2018-04-16T21:46:18.028Z,"4km ENE of Westmorland, CA",earthquake,0.77,1.22,0.079,5,reviewed,ci,ci
2018-04-16T05:21:56.230Z,33.042,-115.59,8.2,1.52,ml,20,56,0.007752,0.22,ci,ci38149592,2018-04-16T21:36:24.964Z,"3km E of Westmorland, CA",earthquake,0.4,0.78,0.217,20,reviewed,ci,ci
2018-04-16T05:21:15.650Z,33.7905,-116.9333333,13.05,0.81,ml,35,58,0.03366,0.18,ci,ci38149584,2018-04-16T17:43:58.205Z,"2km ENE of San Jacinto, CA",earthquake,0.3,0.58,0.177,25,reviewed,ci,ci
2018-04-16T05:20:35.354Z,58.2439,-154.2029,60.2,1.6,ml,,,,0.41,ak,ak19244705,2018-04-19T21:27:12.701Z,"79km N of Larsen Bay, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2018-04-16T05:01:50.634Z,62.2755,-151.3034,78.4,1.2,ml,,,,0.25,ak,ak19244704,2018-04-19T21:27:12.155Z,"62km W of Talkeetna, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2018-04-16T04:58:13.001Z,60.2991,-152.9526,123.1,1.8,ml,,,,0.41,ak,ak19239224,2018-04-19T21:27:11.509Z,"23km SSW of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-04-16T04:49:46.030Z,19.3828333,-155.2405,1.82,2.36,ml,26,74,0.009217,0.08,hv,hv70081976,2018-04-17T22:17:55.090Z,"5km S of Volcano, Hawaii",earthquake,0.22,0.2,0.209,12,reviewed,hv,hv
2018-04-16T04:43:42.348Z,60.3436,-152.5635,99.8,1.3,ml,,,,0.31,ak,ak19244702,2018-04-19T21:27:10.964Z,"18km SSE of Redoubt Volcano, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-04-16T04:32:45.706Z,59.3391,-152.3503,76.6,1.2,ml,,,,0.29,ak,ak19244701,2018-04-19T21:27:10.398Z,"56km SW of Homer, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2018-04-16T04:30:34.810Z,35.7664,44.6164,10,4.5,mb,,84,1.11,0.8,us,us2000e0te,2018-04-18T08:06:10.743Z,"32km NW of Chamchamal, Iraq",earthquake,7,1.9,0.057,91,reviewed,us,us
2018-04-16T04:27:58.030Z,37.5965,-118.9431667,2.53,1.13,md,24,100,0.02443,0.04,nc,nc73000036,2018-04-17T19:07:03.015Z,"6km SE of Mammoth Lakes, CA",earthquake,0.24,0.45,0.301,19,reviewed,nc,nc
2018-04-16T04:27:09.874Z,36.4501,-115.7542,6.9,0.7,ml,9,187.17,0.27,0.1628,nn,nn00630535,2018-04-17T02:04:04.539Z,"33km NE of Pahrump, Nevada",earthquake,,9.1,0,1,reviewed,nn,nn
2018-04-16T04:19:38.120Z,19.4171658,-155.2706604,0.89,1.77,ml,17,44,0.009987,0.22,hv,hv70081961,2018-04-16T04:25:24.040Z,"3km WSW of Volcano, Hawaii",earthquake,0.32,0.33,0.24,3,automatic,hv,hv
2018-04-16T04:07:34.370Z,36.0346667,-117.7746667,1.79,0.74,ml,12,67,0.01213,0.08,ci,ci38149568,2018-04-16T16:11:28.443Z,"16km E of Coso Junction, CA",earthquake,0.12,0.15,0.279,4,reviewed,ci,ci
2018-04-16T04:02:32.880Z,-5.5639,148.7685,143.66,4.2,mb,,106,3.647,0.75,us,us2000e0t6,2018-04-16T04:25:50.040Z,"112km NW of Kandrian, Papua New Guinea",earthquake,11.4,7.6,0.128,17,reviewed,us,us
2018-04-16T03:58:32.130Z,33.4513333,-116.6253333,11.92,0.66,ml,25,88,0.04738,0.2,ci,ci38149560,2018-04-16T13:21:46.591Z,"12km SSE of Anza, CA",earthquake,0.37,0.61,0.2,23,reviewed,ci,ci
2018-04-16T03:48:50.604Z,63.078,-148.967,12.2,0.6,ml,,,,0.33,ak,ak19239217,2018-04-19T21:27:09.873Z,"34km S of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-16T03:41:54.592Z,55.9758,-149.9822,10,2.7,ml,,,,0.58,ak,ak19244699,2018-04-19T21:27:09.271Z,"250km SE of Kodiak, Alaska",earthquake,,10.4,,,reviewed,ak,ak
2018-04-16T03:34:12.351Z,56.3014,-149.2131,11.5,2.6,ml,,,,0.48,ak,ak19239035,2018-04-19T21:27:08.669Z,"255km SE of Kodiak, Alaska",earthquake,,5.8,,,reviewed,ak,ak
2018-04-16T03:30:55.060Z,-59.3836,-26.9997,40.56,5.1,mb,,82,15.697,0.78,us,us2000e0t1,2018-04-16T03:49:08.040Z,"47km SW of Bristol Island, South Sandwich Islands",earthquake,13.1,8.3,0.08,51,reviewed,us,us
2018-04-16T03:21:56.140Z,59.8312,-139.077,8.9,3.5,ml,,,,0.62,ak,ak19239022,2018-04-19T21:27:07.778Z,"51km NE of Yakutat, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-16T03:03:50.480Z,-1.8579,-79.2928,10,3.8,mb,,186,0.556,0.37,us,us2000e0su,2018-04-16T04:09:43.454Z,"7km SE of Montalvo, Ecuador",earthquake,5.4,2,0.228,5,reviewed,us,us
2018-04-16T02:59:25.562Z,60.8895,-148.0514,49.2,1.6,ml,,,,1.14,ak,ak19239019,2018-04-16T03:05:56.455Z,"36km ENE of Whittier, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-04-16T02:58:15.159Z,59.7375,-136.1784,7.1,1.2,ml,,,,0.67,ak,ak19239017,2018-04-19T21:27:07.182Z,"57km WNW of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-04-16T02:52:29.040Z,44.4111667,-110.4205,7.15,1.36,md,11,94,0.09903,0.15,uu,uu60278327,2018-04-16T14:43:46.780Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.41,1,0.385,4,reviewed,uu,uu
2018-04-16T02:49:52.570Z,44.4106667,-110.4206667,6.04,1.22,md,8,100,0.09905,0.08,uu,uu60278317,2018-04-16T14:42:12.450Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.36,2.06,0.413,3,reviewed,uu,uu
2018-04-16T02:11:47.090Z,38.7579994,-122.7401657,1.62,1.4,md,16,141,0.006276,0.03,nc,nc73000021,2018-04-16T04:02:02.422Z,"3km SSE of The Geysers, CA",earthquake,0.52,0.44,0.11,5,automatic,nc,nc
2018-04-16T02:08:23.040Z,53.503,-164.1593,25.6,2.3,ml,,,,0.49,ak,ak19244695,2018-04-19T21:27:06.650Z,"127km ESE of Akutan, Alaska",earthquake,,6.6,,,reviewed,ak,ak
2018-04-16T02:06:45.129Z,69.5407,-144.7527,12.4,2.8,ml,,,,0.47,ak,ak19239011,2018-04-19T21:27:05.882Z,"78km SW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-04-16T01:47:06.460Z,45.9378333,-122.4175,9.37,1.55,ml,25,75,0.00548,0.14,uw,uw61363077,2018-04-18T18:35:20.210Z,"3km NE of Amboy, Washington",earthquake,0.29,0.5,0.099,21,reviewed,uw,uw
2018-04-16T01:40:42.288Z,55.9244,-150.1947,11.2,2.8,ml,,,,0.61,ak,ak19239010,2018-04-19T21:27:05.000Z,"247km SE of Kodiak, Alaska",earthquake,,8.2,,,reviewed,ak,ak
2018-04-16T01:37:07.466Z,60.8501,-138.3115,4.4,1.1,ml,,,,0.43,ak,ak19239008,2018-04-19T21:27:04.366Z,"44km WNW of Haines Junction, Canada",earthquake,,0.3,,,reviewed,ak,ak
2018-04-16T01:36:24.836Z,60.0481,-153.4481,140.2,1.7,ml,,,,0.46,ak,ak19239007,2018-04-19T21:27:03.723Z,"62km SW of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-04-16T01:27:29.790Z,37.6101667,-118.9185,2.59,0.12,md,6,205,0.003208,0.01,nc,nc73000016,2018-04-16T18:36:01.557Z,"6km ESE of Mammoth Lakes, CA",earthquake,1.64,0.75,0.294,5,reviewed,nc,nc
2018-04-16T01:22:49.790Z,59.7373,-136.1406,5.5,1.7,ml,,,,0.64,ak,ak19239005,2018-04-19T21:27:03.115Z,"56km NW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-16T01:18:39.340Z,19.4031658,-155.284668,1.03,2,ml,21,31,0.009503,0.1,hv,hv70081776,2018-04-16T01:24:34.180Z,"5km WSW of Volcano, Hawaii",earthquake,0.18,0.22,0.15,6,automatic,hv,hv
2018-04-16T01:18:36.940Z,19.4036667,-155.2826667,0.38,0.5,md,17,69,0.008484,0.05,hv,hv70081771,2018-04-17T23:04:02.820Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.22,0.011,3,reviewed,hv,hv
2018-04-16T01:15:09.070Z,19.4041667,-155.283,0.43,0.65,md,21,57,0.008067,0.06,hv,hv70081766,2018-04-18T02:25:43.970Z,"5km WSW of Volcano, Hawaii",earthquake,0.15,0.21,0.143,6,reviewed,hv,hv
2018-04-16T01:12:42.350Z,33.9263333,-116.8503333,15.82,0.77,ml,21,107,0.1025,0.08,ci,ci38149552,2018-04-16T20:14:38.994Z,"2km E of Banning, CA",earthquake,0.23,0.44,0.118,16,reviewed,ci,ci
2018-04-16T01:12:19.003Z,61.657,-150.6658,2.9,1.4,ml,,,,0.6,ak,ak19239002,2018-04-19T21:27:02.435Z,"34km WSW of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-16T01:04:36.686Z,61.5688,-146.4492,27.1,1.2,ml,,,,0.52,ak,ak19239000,2018-04-19T21:27:01.776Z,"49km N of Valdez, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-04-16T01:03:34.070Z,38.7973328,-122.7783356,3.95,0.75,md,6,106,0.01699,0,nc,nc73000011,2018-04-16T03:36:02.262Z,"3km NW of The Geysers, CA",earthquake,0.44,2.3,0.17,2,automatic,nc,nc
2018-04-16T00:58:37.720Z,46.8635,-112.5378333,11.8,0.2,md,8,103,0.183,0.09,mb,mb80290009,2018-04-16T14:06:47.140Z,"14km SE of Lincoln, Montana",earthquake,0.47,1.21,0.255,3,reviewed,mb,mb
2018-04-16T00:56:47.500Z,36.1075,-117.6698333,2.25,1.17,ml,19,87,0.08483,0.12,ci,ci38149544,2018-04-18T01:45:08.530Z,"26km ENE of Coso Junction, CA",earthquake,0.21,0.54,0.197,16,reviewed,ci,ci
2018-04-16T00:56:13.052Z,40.112,-119.6968,16.9,0.8,ml,5,264.73,0.194,0.1528,nn,nn00630531,2018-04-17T02:03:59.549Z,"51km N of Spanish Springs, Nevada",earthquake,,1.4,0.19,2,reviewed,nn,nn
2018-04-16T00:45:06.894Z,61.1506,-146.1649,10.4,1.4,ml,,,,0.52,ak,ak19238997,2018-04-19T21:27:01.102Z,"10km ENE of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-16T00:42:07.840Z,18.5476,-68.8673,116,3.72,md,10,113,1.053,0.31,pr,pr2018106000,2018-04-17T01:55:41.040Z,"12km ESE of Guaymate, Dominican Republic",earthquake,1.12,1.09,0.13,9,reviewed,pr,pr
2018-04-16T00:39:36.570Z,56.363,-148.5648,8.9,2.6,ml,,,,0.59,ak,ak19244686,2018-04-19T21:27:00.521Z,"281km ESE of Kodiak, Alaska",earthquake,,8.1,,,reviewed,ak,ak
2018-04-16T00:37:36.452Z,59.5718,-153.4422,110.9,1.6,ml,,,,0.21,ak,ak19244685,2018-04-19T21:26:59.927Z,"85km ESE of Old Iliamna, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-04-16T00:31:52.400Z,19.1905,-155.5015,33.72,1.75,md,31,131,0.05103,0.1,hv,hv70081736,2018-04-16T21:46:55.060Z,"2km SW of Pahala, Hawaii",earthquake,0.72,0.89,0.064,17,reviewed,hv,hv
2018-04-16T00:27:00.040Z,35.840168,-121.1766663,10.1,1.91,md,17,79,0.101,0.03,nc,nc73000006,2018-04-16T03:09:04.129Z,"22km N of San Simeon, CA",earthquake,0.32,1.16,0.19,11,automatic,nc,nc
2018-04-16T00:26:50.175Z,51.2928,-179.5065,13.2,3,ml,,,,0.72,ak,ak19244684,2018-04-19T21:26:59.382Z,"27km W of Amatignak Island, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2018-04-16T00:26:25.930Z,55.8871,-149.3593,7.51,2.9,ml,,224,2.553,0.41,us,us1000dnuv,2018-04-20T05:08:35.040Z,"281km SE of Kodiak, Alaska",earthquake,8.6,8.9,0.065,31,reviewed,us,us
2018-04-16T00:26:19.360Z,45.2725,-112.5846667,5.97,0.5,md,5,156,0.386,0.07,mb,mb80290029,2018-04-16T15:02:07.980Z,"7km NNE of Dillon, Montana",earthquake,0.4,7.36,,1,reviewed,mb,mb
2018-04-16T00:16:45.960Z,19.1901667,-155.5003333,33.18,1.74,md,27,131,0.05,0.1,hv,hv70081726,2018-04-16T22:20:10.410Z,"2km SW of Pahala, Hawaii",earthquake,0.67,0.91,0.071,18,reviewed,hv,hv
2018-04-16T00:13:57.860Z,38.8214989,-122.8003311,1.33,0.55,md,8,86,0.01407,0.01,nc,nc72999991,2018-04-16T00:40:02.233Z,"6km NW of The Geysers, CA",earthquake,0.78,1.91,,1,automatic,nc,nc
2018-04-16T00:08:59.819Z,63.2628,-150.4586,128.1,1.4,ml,,,,0.45,ak,ak19238993,2018-04-19T21:26:58.056Z,"76km W of Cantwell, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-04-16T00:06:42.520Z,38.8113333,-122.787,3.21,0.24,md,16,52,0.005295,0.04,nc,nc72999986,2018-04-17T21:10:03.719Z,"5km NW of The Geysers, CA",earthquake,0.31,0.2,0.025,3,reviewed,nc,nc
2018-04-16T00:02:09.880Z,38.4558,45.3941,10,3.5,mb,,90,1.764,0.5,us,us2000e0rz,2018-04-17T02:05:53.825Z,"33km W of Marand, Iran",earthquake,5.7,2,0.222,5,reviewed,us,us
2018-04-16T00:01:30.200Z,36.2191,-97.5639,4.33,2.4,ml,,23,,0.23,us,us2000e0yd,2018-04-17T02:03:04.040Z,"25km WSW of Perry, Oklahoma",earthquake,1,5.3,,,reviewed,tul,tul
2018-04-15T23:59:47.500Z,12.1749,46.4446,10,4.4,mb,,134,3.579,0.95,us,us2000e0rj,2018-04-17T01:43:18.040Z,"151km S of Ahwar, Yemen",earthquake,11.2,2,0.099,29,reviewed,us,us
2018-04-15T23:58:51.001Z,63.7309,-147.1349,6.3,0.7,ml,,,,0.67,ak,ak19238990,2018-04-19T00:47:58.443Z,"76km WSW of Delta Junction, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-04-15T23:57:38.509Z,63.6141,-153.3209,7.2,0.7,ml,,,,0.17,ak,ak19238811,2018-04-19T00:47:57.927Z,"135km NE of McGrath, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2018-04-15T23:45:02.860Z,19.3338333,-155.194,6.65,1.41,md,32,83,0.04462,0.05,hv,hv70081711,2018-04-17T23:13:23.430Z,"11km SSE of Volcano, Hawaii",earthquake,0.37,0.77,0.22,14,reviewed,hv,hv
2018-04-15T23:40:20.640Z,-23.7147,-175.2102,10,5.2,mb,,43,6.022,0.85,us,us2000e0rd,2018-04-17T01:42:05.040Z,"265km S of `Ohonua, Tonga",earthquake,8.6,1.7,0.037,233,reviewed,us,us
2018-04-15T23:39:02.900Z,41.3643,-100.1228,5,2.6,mb_lg,,61,1.363,0.53,us,us2000e0rt,2018-04-17T07:58:05.399Z,"35km ESE of Stapleton, Nebraska",earthquake,5,2,0.106,23,reviewed,us,us
2018-04-15T23:38:19.130Z,38.8069992,-122.8263321,1.72,1.37,md,19,73,0.002903,0.05,nc,nc72999966,2018-04-16T01:21:03.473Z,"7km WNW of The Geysers, CA",earthquake,0.26,0.33,0.05,5,automatic,nc,nc
2018-04-15T23:31:08.810Z,37.6006667,-119.0091667,1.11,0.32,md,8,172,0.01547,0.03,nc,nc72999961,2018-04-16T18:34:02.544Z,"5km SSW of Mammoth Lakes, CA",earthquake,0.48,31.61,0.263,5,reviewed,nc,nc
2018-04-15T23:31:02.530Z,59.2838,-146.5465,0.6,2.6,ml,,,,0.49,ak,ak19238800,2018-04-19T00:47:57.214Z,"18km SW of Middleton Island, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-15T23:27:28.010Z,33.4948333,-116.9053333,12.58,0.63,ml,24,53,0.1431,0.24,ci,ci38149528,2018-04-16T21:16:12.558Z,"7km NNW of Aguanga, CA",earthquake,0.41,0.99,0.109,12,reviewed,ci,ci
2018-04-15T23:22:00.900Z,38.8426666,-122.838501,4.57,0.98,md,5,212,0.02083,0.02,nc,nc72999956,2018-04-16T00:28:02.137Z,"10km NW of The Geysers, CA",earthquake,2.84,1.14,0.06,4,automatic,nc,nc
